id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date,days_to_bgc,days_to_vehicle_add,days_to_first_trip,started_driving
15411,Strark,android web,Organic,2016-01-03,,,,,,,,,,0
15412,Wrouver,other,Paid,2016-01-25,,,,,,,,,,0
15413,Strark,android web,Paid,2016-01-15,2016-02-01,,,,,,17.0,,,0
15414,Strark,,Referral,2016-01-01,,,,,,,,,,0
15415,Berton,ios web,Paid,2016-01-15,,,,,,,,,,0
15416,Wrouver,ios web,Paid,2016-01-02,2016-01-06,2016-01-06,Hyundai,Elantra,2015.0,2016-01-07,4.0,4.0,5.0,1
15417,Berton,mac,Organic,2016-01-17,2016-01-20,,,,,,3.0,,,0
15418,Berton,windows,Paid,2016-01-26,2016-01-31,2016-02-04,Honda,CR-V,2009.0,,5.0,9.0,,0
15419,Berton,android web,Paid,2016-01-03,2016-01-09,,,,,,6.0,,,0
15420,Berton,android web,Referral,2016-01-11,2016-01-27,,,,,,16.0,,,0
15421,Strark,android web,Paid,2016-01-30,2016-02-06,,,,,,7.0,,,0
15422,Berton,windows,Referral,2016-01-05,2016-01-09,2016-01-09,Toyota,Corolla,2010.0,2016-01-09,4.0,4.0,4.0,1
15423,Strark,windows,Organic,2016-01-23,2016-01-24,2016-01-26,BMW,5-series,2015.0,2016-02-06,1.0,3.0,14.0,1
15424,Strark,ios web,Referral,2016-01-06,2016-01-19,,,,,,13.0,,,0
15425,Strark,ios web,Referral,2016-01-14,2016-01-16,,,,,,2.0,,,0
15426,Strark,ios web,Paid,2016-01-28,2016-02-03,,,,,,6.0,,,0
15427,Strark,mac,Referral,2016-01-29,2016-01-29,2016-02-04,Jeep,Renegade,2015.0,2016-02-04,0.0,6.0,6.0,1
15428,Berton,ios web,Paid,2016-01-14,,,,,,,,,,0
15429,Strark,,Organic,2016-01-20,,,,,,,,,,0
15430,Strark,android web,Referral,2016-01-04,2016-01-11,,,,,,7.0,,,0
15431,Strark,windows,Organic,2016-01-05,2016-01-08,,,,,,3.0,,,0
15432,Strark,windows,Referral,2016-01-30,2016-02-01,,,,,,2.0,,,0
15433,Berton,android web,Organic,2016-01-02,2016-01-24,2016-01-24,Chevrolet,Trailblazer,2005.0,,22.0,22.0,,0
15434,Berton,ios web,Paid,2016-01-27,2016-02-09,,,,,,13.0,,,0
15435,Wrouver,windows,Organic,2016-01-27,2016-02-03,,,,,,7.0,,,0
15436,Strark,windows,Paid,2016-01-25,2016-01-29,2016-02-15,Chevrolet,Tahoe,2007.0,,4.0,21.0,,0
15437,Strark,android web,Paid,2016-01-01,2016-01-18,,,,,,17.0,,,0
15438,Wrouver,mac,Paid,2016-01-17,,,,,,,,,,0
15439,Strark,mac,Paid,2016-01-06,2016-01-11,2016-01-13,Audi,A3,2008.0,2016-01-24,5.0,7.0,18.0,1
15440,Strark,,Organic,2016-01-01,,,,,,,,,,0
15441,Strark,android web,Referral,2016-01-03,2016-01-09,,,,,,6.0,,,0
15442,Berton,android web,Paid,2016-01-24,2016-02-04,2016-02-27,Nissan,Rogue,2011.0,,11.0,34.0,,0
15443,Strark,android web,Paid,2016-01-21,,,,,,,,,,0
15444,Berton,android web,Paid,2016-01-20,,2016-01-22,Acura,TSX,2006.0,,,2.0,,0
15445,Strark,ios web,Referral,2016-01-14,2016-02-23,,,,,,40.0,,,0
15446,Strark,android web,Referral,2016-01-29,2016-01-30,2016-01-30,Toyota,Sienna,1999.0,,1.0,1.0,,0
15447,Strark,ios web,Referral,2016-01-23,,,,,,,,,,0
15448,Strark,windows,Paid,2016-01-09,2016-01-30,,,,,,21.0,,,0
15449,Wrouver,ios web,Referral,2016-01-27,2016-01-29,,,,,,2.0,,,0
15450,Strark,android web,Organic,2016-01-22,2016-01-25,,,,,,3.0,,,0
15451,Wrouver,mac,Organic,2016-01-20,,,,,,,,,,0
15452,Berton,mac,Paid,2016-01-25,2016-02-07,,,,,,13.0,,,0
15453,Strark,android web,Paid,2016-01-02,2016-01-05,,,,,,3.0,,,0
15454,Berton,other,Paid,2016-01-08,,,,,,,,,,0
15455,Strark,other,Organic,2016-01-29,2016-02-05,,,,,,7.0,,,0
15456,Strark,ios web,Paid,2016-01-11,2016-01-28,,,,,,17.0,,,0
15457,Strark,android web,Paid,2016-01-25,,,,,,,,,,0
15458,Strark,android web,Referral,2016-01-29,2016-01-31,2016-02-07,Hyundai,Elantra,2016.0,2016-02-17,2.0,9.0,19.0,1
15459,Berton,mac,Paid,2016-01-28,2016-02-13,,,,,,16.0,,,0
15460,Berton,windows,Paid,2016-01-28,,,,,,,,,,0
15461,Strark,ios web,Paid,2016-01-11,,,,,,,,,,0
15462,Strark,android web,Paid,2016-01-16,,,,,,,,,,0
15463,Berton,windows,Paid,2016-01-07,,,,,,,,,,0
15464,Berton,,Referral,2016-01-28,,,,,,,,,,0
15465,Berton,ios web,Referral,2016-01-06,,,,,,,,,,0
15466,Berton,windows,Paid,2016-01-06,,,,,,,,,,0
15467,Strark,,Organic,2016-01-18,,,,,,,,,,0
15468,Strark,ios web,Referral,2016-01-02,,,,,,,,,,0
15469,Wrouver,android web,Paid,2016-01-10,,,,,,,,,,0
15470,Strark,windows,Organic,2016-01-06,2016-01-16,,,,,,10.0,,,0
15471,Wrouver,mac,Paid,2016-01-27,,,,,,,,,,0
15472,Berton,other,Referral,2016-01-09,,,,,,,,,,0
15473,Strark,android web,Paid,2016-01-21,,,,,,,,,,0
15474,Strark,,Referral,2016-01-11,,,,,,,,,,0
15475,Strark,windows,Paid,2016-01-21,,,,,,,,,,0
15476,Berton,android web,Paid,2016-01-28,,,,,,,,,,0
15477,Strark,android web,Paid,2016-01-07,,,,,,,,,,0
15478,Strark,,Organic,2016-01-19,,,,,,,,,,0
15479,Wrouver,,Organic,2016-01-29,,,,,,,,,,0
15480,Berton,android web,Referral,2016-01-13,,,,,,,,,,0
15481,Strark,mac,Paid,2016-01-01,,,,,,,,,,0
15482,Wrouver,android web,Paid,2016-01-22,,,,,,,,,,0
15483,Strark,ios web,Paid,2016-01-18,,,,,,,,,,0
15484,Berton,ios web,Paid,2016-01-11,,,,,,,,,,0
15485,Berton,ios web,Paid,2016-01-24,,,,,,,,,,0
15486,Strark,ios web,Referral,2016-01-28,,,,,,,,,,0
15487,Berton,ios web,Paid,2016-01-13,,,,,,,,,,0
15488,Wrouver,other,Paid,2016-01-25,,,,,,,,,,0
15489,Berton,android web,Referral,2016-01-19,,,,,,,,,,0
15490,Berton,android web,Paid,2016-01-06,,,,,,,,,,0
15491,Berton,ios web,Paid,2016-01-28,,,,,,,,,,0
15492,Berton,other,Paid,2016-01-30,,,,,,,,,,0
15493,Berton,android web,Organic,2016-01-16,,,,,,,,,,0
15494,Berton,,Referral,2016-01-02,,,,,,,,,,0
15495,Strark,,Organic,2016-01-25,,,,,,,,,,0
15496,Strark,ios web,Paid,2016-01-19,,,,,,,,,,0
15497,Strark,,Organic,2016-01-29,,,,,,,,,,0
15498,Wrouver,,Organic,2016-01-28,,,,,,,,,,0
15499,Berton,,Referral,2016-01-07,,,,,,,,,,0
15500,Wrouver,ios web,Referral,2016-01-05,,,,,,,,,,0
15501,Strark,ios web,Paid,2016-01-02,,,,,,,,,,0
15502,Strark,other,Paid,2016-01-10,,,,,,,,,,0
15503,Wrouver,ios web,Referral,2016-01-28,,,,,,,,,,0
15504,Berton,android web,Paid,2016-01-09,,,,,,,,,,0
15505,Strark,,Paid,2016-01-08,,,,,,,,,,0
15506,Strark,other,Organic,2016-01-05,,,,,,,,,,0
15507,Strark,ios web,Organic,2016-01-07,,,,,,,,,,0
15508,Strark,,Organic,2016-01-14,,,,,,,,,,0
15509,Berton,ios web,Paid,2016-01-01,,,,,,,,,,0
15510,Strark,windows,Referral,2016-01-30,,,,,,,,,,0
15511,Strark,windows,Organic,2016-01-06,,,,,,,,,,0
15512,Strark,windows,Referral,2016-01-01,,,,,,,,,,0
15513,Strark,android web,Paid,2016-01-21,,,,,,,,,,0
15514,Strark,ios web,Paid,2016-01-14,,,,,,,,,,0
15515,Wrouver,other,Paid,2016-01-14,,,,,,,,,,0
15516,Strark,android web,Paid,2016-01-08,,,,,,,,,,0
15517,Strark,android web,Paid,2016-01-14,,,,,,,,,,0
15518,Strark,ios web,Paid,2016-01-11,,,,,,,,,,0
15519,Berton,ios web,Paid,2016-01-02,,,,,,,,,,0
15520,Strark,mac,Paid,2016-01-22,,,,,,,,,,0
15521,Strark,windows,Paid,2016-01-05,,,,,,,,,,0
15522,Strark,android web,Referral,2016-01-14,,,,,,,,,,0
15523,Strark,windows,Paid,2016-01-13,,,,,,,,,,0
15524,Strark,windows,Paid,2016-01-23,,,,,,,,,,0
15525,Strark,android web,Organic,2016-01-03,,,,,,,,,,0
15526,Wrouver,ios web,Referral,2016-01-19,,,,,,,,,,0
15527,Strark,mac,Paid,2016-01-06,,,,,,,,,,0
15528,Berton,mac,Paid,2016-01-04,,,,,,,,,,0
15529,Berton,mac,Paid,2016-01-29,,,,,,,,,,0
15530,Strark,mac,Paid,2016-01-13,,,,,,,,,,0
15531,Strark,android web,Organic,2016-01-28,,,,,,,,,,0
15532,Berton,mac,Paid,2016-01-30,,,,,,,,,,0
15533,Strark,,Referral,2016-01-23,,,,,,,,,,0
15534,Berton,windows,Paid,2016-01-14,,,,,,,,,,0
15535,Strark,ios web,Paid,2016-01-11,,,,,,,,,,0
15536,Strark,other,Referral,2016-01-11,,,,,,,,,,0
15537,Wrouver,ios web,Organic,2016-01-18,,,,,,,,,,0
15538,Strark,windows,Paid,2016-01-27,,,,,,,,,,0
15539,Strark,other,Referral,2016-01-10,,,,,,,,,,0
15540,Strark,android web,Paid,2016-01-27,,,,,,,,,,0
15541,Strark,,Referral,2016-01-10,,,,,,,,,,0
15542,Strark,ios web,Referral,2016-01-09,,,,,,,,,,0
15543,Berton,mac,Referral,2016-01-15,,,,,,,,,,0
15544,Strark,ios web,Paid,2016-01-11,,,,,,,,,,0
15545,Wrouver,ios web,Paid,2016-01-15,,,,,,,,,,0
15546,Berton,android web,Organic,2016-01-06,,,,,,,,,,0
15547,Strark,windows,Organic,2016-01-27,2016-02-03,,,,,,7.0,,,0
15548,Strark,mac,Paid,2016-01-17,2016-01-26,,,,,,9.0,,,0
15549,Strark,mac,Paid,2016-01-11,,,,,,,,,,0
15550,Strark,android web,Paid,2016-01-02,,,,,,,,,,0
15551,Berton,,Referral,2016-01-03,,,,,,,,,,0
15552,Berton,android web,Paid,2016-01-03,,,,,,,,,,0
15553,Strark,,Organic,2016-01-21,,,,,,,,,,0
15554,Strark,android web,Paid,2016-01-13,,,,,,,,,,0
15555,Berton,android web,Paid,2016-01-01,,,,,,,,,,0
15556,Berton,ios web,Paid,2016-01-18,,,,,,,,,,0
15557,Berton,,Referral,2016-01-01,,,,,,,,,,0
15558,Strark,ios web,Paid,2016-01-12,,,,,,,,,,0
15559,Strark,android web,Organic,2016-01-12,,,,,,,,,,0
15560,Berton,mac,Paid,2016-01-27,,,,,,,,,,0
15561,Strark,mac,Referral,2016-01-10,,,,,,,,,,0
15562,Strark,,Organic,2016-01-30,,,,,,,,,,0
15563,Strark,android web,Paid,2016-01-17,,,,,,,,,,0
15564,Strark,windows,Paid,2016-01-10,,,,,,,,,,0
15565,Berton,ios web,Paid,2016-01-08,,,,,,,,,,0
15566,Strark,mac,Organic,2016-01-20,,,,,,,,,,0
15567,Berton,,Organic,2016-01-26,,,,,,,,,,0
15568,Wrouver,android web,Paid,2016-01-06,,,,,,,,,,0
15569,Berton,other,Referral,2016-01-16,,,,,,,,,,0
15570,Strark,,Referral,2016-01-04,,,,,,,,,,0
15571,Berton,,Referral,2016-01-01,,,,,,,,,,0
15572,Berton,ios web,Paid,2016-01-02,,,,,,,,,,0
15573,Berton,other,Referral,2016-01-27,,,,,,,,,,0
15574,Berton,ios web,Paid,2016-01-13,,,,,,,,,,0
15575,Berton,mac,Referral,2016-01-30,,,,,,,,,,0
15576,Strark,ios web,Paid,2016-01-20,,,,,,,,,,0
15577,Berton,other,Paid,2016-01-29,,,,,,,,,,0
15578,Strark,android web,Paid,2016-01-11,,,,,,,,,,0
15579,Wrouver,android web,Paid,2016-01-12,,,,,,,,,,0
15580,Strark,mac,Organic,2016-01-15,,,,,,,,,,0
15581,Strark,ios web,Organic,2016-01-07,,,,,,,,,,0
15582,Wrouver,mac,Organic,2016-01-12,,,,,,,,,,0
15583,Berton,mac,Organic,2016-01-08,,,,,,,,,,0
15584,Berton,windows,Organic,2016-01-10,,,,,,,,,,0
15585,Wrouver,ios web,Paid,2016-01-24,,,,,,,,,,0
15586,Berton,android web,Paid,2016-01-18,,,,,,,,,,0
15587,Wrouver,android web,Paid,2016-01-10,,,,,,,,,,0
15588,Berton,android web,Paid,2016-01-01,,,,,,,,,,0
15589,Strark,,Referral,2016-01-03,,,,,,,,,,0
15590,Strark,ios web,Referral,2016-01-13,,,,,,,,,,0
15591,Strark,,Referral,2016-01-09,,,,,,,,,,0
15592,Strark,ios web,Organic,2016-01-12,,,,,,,,,,0
15593,Berton,windows,Paid,2016-01-05,,,,,,,,,,0
15594,Strark,android web,Paid,2016-01-02,,,,,,,,,,0
15595,Wrouver,ios web,Paid,2016-01-27,,,,,,,,,,0
15596,Berton,android web,Organic,2016-01-09,,,,,,,,,,0
15597,Berton,mac,Referral,2016-01-01,,,,,,,,,,0
15598,Wrouver,ios web,Paid,2016-01-05,,,,,,,,,,0
15599,Strark,mac,Paid,2016-01-21,,,,,,,,,,0
15600,Strark,ios web,Referral,2016-01-10,,,,,,,,,,0
15601,Berton,windows,Organic,2016-01-06,,,,,,,,,,0
15602,Berton,ios web,Organic,2016-01-23,,,,,,,,,,0
15603,Strark,,Referral,2016-01-09,,,,,,,,,,0
15604,Berton,ios web,Paid,2016-01-12,,,,,,,,,,0
15605,Strark,other,Organic,2016-01-25,,,,,,,,,,0
15606,Berton,ios web,Paid,2016-01-26,,,,,,,,,,0
15607,Strark,android web,Paid,2016-01-13,,,,,,,,,,0
15608,Wrouver,other,Paid,2016-01-22,,,,,,,,,,0
15609,Strark,,Organic,2016-01-22,,,,,,,,,,0
15610,Wrouver,other,Paid,2016-01-12,,,,,,,,,,0
15611,Berton,ios web,Referral,2016-01-17,,,,,,,,,,0
15612,Berton,windows,Paid,2016-01-03,,,,,,,,,,0
15613,Strark,mac,Paid,2016-01-09,,,,,,,,,,0
15614,Strark,,Referral,2016-01-01,,,,,,,,,,0
15615,Strark,,Organic,2016-01-26,,,,,,,,,,0
15616,Strark,windows,Organic,2016-01-21,,,,,,,,,,0
15617,Strark,android web,Paid,2016-01-29,,,,,,,,,,0
15618,Berton,android web,Organic,2016-01-01,,,,,,,,,,0
15619,Berton,ios web,Organic,2016-01-06,,,,,,,,,,0
15620,Berton,,Referral,2016-01-19,,,,,,,,,,0
15621,Strark,windows,Paid,2016-01-03,,,,,,,,,,0
15622,Berton,windows,Paid,2016-01-20,,,,,,,,,,0
15623,Berton,android web,Organic,2016-01-12,,,,,,,,,,0
15624,Strark,ios web,Paid,2016-01-25,,,,,,,,,,0
15625,Strark,ios web,Paid,2016-01-01,,,,,,,,,,0
15626,Wrouver,android web,Paid,2016-01-12,,,,,,,,,,0
15627,Berton,,Organic,2016-01-24,,,,,,,,,,0
15628,Wrouver,mac,Organic,2016-01-25,2016-02-08,,,,,2016-02-08,14.0,,14.0,1
15629,Berton,other,Paid,2016-01-06,,,,,,,,,,0
15630,Wrouver,,Organic,2016-01-27,,,,,,,,,,0
15631,Berton,,Organic,2016-01-25,,,,,,,,,,0
15632,Strark,android web,Paid,2016-01-25,,,,,,,,,,0
15633,Strark,android web,Organic,2016-01-09,,,,,,,,,,0
15634,Berton,,Referral,2016-01-09,,,,,,,,,,0
15635,Strark,,Referral,2016-01-05,,,,,,,,,,0
15636,Wrouver,android web,Referral,2016-01-01,,,,,,,,,,0
15637,Strark,,Organic,2016-01-08,,,,,,,,,,0
15638,Berton,,Referral,2016-01-07,,,,,,,,,,0
15639,Berton,mac,Organic,2016-01-15,,,,,,,,,,0
15640,Berton,mac,Organic,2016-01-10,,,,,,,,,,0
15641,Strark,android web,Paid,2016-01-25,,,,,,,,,,0
15642,Strark,android web,Paid,2016-01-28,,,,,,,,,,0
15643,Wrouver,windows,Paid,2016-01-03,,,,,,,,,,0
15644,Berton,windows,Paid,2016-01-11,,,,,,,,,,0
15645,Berton,,Organic,2016-01-02,,,,,,,,,,0
15646,Strark,ios web,Organic,2016-01-10,,,,,,,,,,0
15647,Berton,windows,Paid,2016-01-21,,,,,,,,,,0
15648,Strark,ios web,Paid,2016-01-15,,,,,,,,,,0
15649,Berton,android web,Paid,2016-01-02,,,,,,,,,,0
15650,Strark,android web,Organic,2016-01-16,,,,,,,,,,0
15651,Berton,ios web,Paid,2016-01-01,,,,,,,,,,0
15652,Strark,ios web,Paid,2016-01-04,,,,,,,,,,0
15653,Berton,ios web,Organic,2016-01-23,,,,,,,,,,0
15654,Strark,,Organic,2016-01-12,,,,,,,,,,0
15655,Strark,,Referral,2016-01-08,,,,,,,,,,0
15656,Strark,ios web,Paid,2016-01-04,,,,,,,,,,0
15657,Berton,ios web,Paid,2016-01-18,,,,,,,,,,0
15658,Strark,other,Paid,2016-01-20,,,,,,,,,,0
15659,Berton,ios web,Paid,2016-01-04,,,,,,,,,,0
15660,Berton,other,Paid,2016-01-20,,,,,,,,,,0
15661,Berton,android web,Organic,2016-01-26,,,,,,,,,,0
15662,Berton,android web,Paid,2016-01-30,,,,,,,,,,0
15663,Strark,android web,Organic,2016-01-26,,,,,,,,,,0
15664,Strark,android web,Organic,2016-01-22,,,,,,,,,,0
15665,Berton,mac,Paid,2016-01-07,,,,,,,,,,0
15666,Berton,other,Paid,2016-01-09,,,,,,,,,,0
15667,Wrouver,other,Paid,2016-01-26,,,,,,,,,,0
15668,Wrouver,ios web,Paid,2016-01-24,,,,,,,,,,0
15669,Strark,ios web,Paid,2016-01-30,,,,,,,,,,0
15670,Strark,other,Paid,2016-01-22,,,,,,,,,,0
15671,Berton,ios web,Organic,2016-01-22,,,,,,,,,,0
15672,Strark,android web,Paid,2016-01-06,,,,,,,,,,0
15673,Berton,mac,Paid,2016-01-29,,,,,,,,,,0
15674,Strark,android web,Organic,2016-01-22,,,,,,,,,,0
15675,Wrouver,ios web,Paid,2016-01-24,,,,,,,,,,0
15676,Strark,,Referral,2016-01-06,,,,,,,,,,0
15677,Berton,android web,Paid,2016-01-17,,,,,,,,,,0
15678,Strark,,Organic,2016-01-29,,,,,,,,,,0
15679,Strark,android web,Paid,2016-01-11,,,,,,,,,,0
15680,Wrouver,ios web,Paid,2016-01-01,,,,,,,,,,0
15681,Strark,android web,Paid,2016-01-23,,,,,,,,,,0
15682,Strark,ios web,Paid,2016-01-07,,,,,,,,,,0
15683,Strark,mac,Referral,2016-01-01,,,,,,,,,,0
15684,Strark,android web,Referral,2016-01-11,,,,,,,,,,0
15685,Berton,android web,Paid,2016-01-20,,,,,,,,,,0
15686,Berton,android web,Organic,2016-01-16,,,,,,,,,,0
15687,Wrouver,windows,Paid,2016-01-12,,,,,,,,,,0
15688,Berton,,Referral,2016-01-01,,,,,,,,,,0
15689,Strark,windows,Paid,2016-01-02,,,,,,,,,,0
15690,Strark,ios web,Paid,2016-01-21,,,,,,,,,,0
15691,Berton,mac,Referral,2016-01-02,,,,,,,,,,0
15692,Berton,ios web,Organic,2016-01-03,,,,,,,,,,0
15693,Strark,windows,Referral,2016-01-10,,,,,,,,,,0
15694,Berton,windows,Paid,2016-01-25,,,,,,,,,,0
15695,Strark,,Organic,2016-01-21,,,,,,,,,,0
15696,Strark,,Organic,2016-01-22,,,,,,,,,,0
15697,Berton,ios web,Paid,2016-01-29,,,,,,,,,,0
15698,Strark,windows,Paid,2016-01-05,,,,,,,,,,0
15699,Strark,,Referral,2016-01-22,,,,,,,,,,0
15700,Berton,windows,Paid,2016-01-03,,,,,,,,,,0
15701,Strark,android web,Paid,2016-01-21,,,,,,,,,,0
15702,Strark,android web,Paid,2016-01-18,,,,,,,,,,0
15703,Strark,windows,Paid,2016-01-06,,,,,,,,,,0
15704,Strark,android web,Paid,2016-01-16,,,,,,,,,,0
15705,Strark,windows,Referral,2016-01-28,,,,,,,,,,0
15706,Berton,android web,Paid,2016-01-04,,,,,,,,,,0
15707,Strark,,Organic,2016-01-05,,,,,,,,,,0
15708,Berton,windows,Paid,2016-01-23,,,,,,,,,,0
15709,Berton,mac,Paid,2016-01-25,,,,,,,,,,0
15710,Berton,android web,Paid,2016-01-23,,,,,,,,,,0
15711,Berton,ios web,Organic,2016-01-18,,,,,,,,,,0
15712,Strark,android web,Paid,2016-01-10,,,,,,,,,,0
15713,Berton,,Referral,2016-01-01,,,,,,,,,,0
15714,Wrouver,other,Paid,2016-01-28,,,,,,,,,,0
15715,Strark,,Organic,2016-01-12,,,,,,,,,,0
15716,Strark,ios web,Paid,2016-01-02,,,,,,,,,,0
15717,Strark,android web,Paid,2016-01-08,,,,,,,,,,0
15718,Berton,,Referral,2016-01-05,,,,,,,,,,0
15719,Strark,,Organic,2016-01-25,,,,,,,,,,0
15720,Strark,other,Organic,2016-01-25,,,,,,,,,,0
15721,Strark,,Referral,2016-01-09,,,,,,,,,,0
15722,Strark,ios web,Paid,2016-01-13,,,,,,,,,,0
15723,Strark,,Referral,2016-01-07,,,,,,,,,,0
15724,Berton,ios web,Paid,2016-01-30,,,,,,,,,,0
15725,Berton,other,Paid,2016-01-15,,,,,,,,,,0
15726,Berton,windows,Organic,2016-01-02,,,,,,,,,,0
15727,Berton,,Paid,2016-01-22,,,,,,,,,,0
15728,Wrouver,ios web,Paid,2016-01-01,,,,,,,,,,0
15729,Strark,android web,Organic,2016-01-17,,,,,,,,,,0
15730,Strark,windows,Paid,2016-01-22,,,,,,,,,,0
15731,Strark,,Referral,2016-01-09,,,,,,,,,,0
15732,Strark,ios web,Paid,2016-01-13,,,,,,,,,,0
15733,Strark,android web,Paid,2016-01-23,,,,,,,,,,0
15734,Strark,windows,Paid,2016-01-27,,,,,,,,,,0
15735,Strark,android web,Paid,2016-01-24,,,,,,,,,,0
15736,Strark,,Referral,2016-01-02,,,,,,,,,,0
15737,Strark,mac,Paid,2016-01-09,,,,,,,,,,0
15738,Berton,,Paid,2016-01-29,,,,,,,,,,0
15739,Strark,ios web,Organic,2016-01-23,,,,,,,,,,0
15740,Berton,ios web,Paid,2016-01-15,,,,,,,,,,0
15741,Strark,android web,Paid,2016-01-09,,,,,,,,,,0
15742,Strark,android web,Paid,2016-01-23,,,,,,,,,,0
15743,Strark,,Referral,2016-01-01,,,,,,,,,,0
15744,Strark,other,Organic,2016-01-23,,,,,,,,,,0
15745,Strark,,Referral,2016-01-06,,,,,,,,,,0
15746,Berton,windows,Paid,2016-01-04,2016-01-23,,,,,,19.0,,,0
15747,Strark,android web,Paid,2016-01-04,,,,,,,,,,0
15748,Berton,android web,Organic,2016-01-06,2016-01-08,,,,,,2.0,,,0
15749,Strark,,Referral,2016-01-04,,,,,,,,,,0
15750,Berton,ios web,Organic,2016-01-17,,,,,,,,,,0
15751,Wrouver,other,Paid,2016-01-27,,,,,,,,,,0
15752,Berton,windows,Paid,2016-01-26,,,,,,,,,,0
15753,Strark,other,Paid,2016-01-17,,,,,,,,,,0
15754,Berton,android web,Organic,2016-01-03,2016-01-15,,,,,,12.0,,,0
15755,Strark,android web,Paid,2016-01-19,,,,,,,,,,0
15756,Berton,ios web,Paid,2016-01-23,,,,,,,,,,0
15757,Berton,windows,Referral,2016-01-11,,,,,,,,,,0
15758,Berton,android web,Paid,2016-01-04,,,,,,,,,,0
15759,Strark,windows,Organic,2016-01-26,,,,,,,,,,0
15760,Strark,android web,Organic,2016-01-14,,,,,,,,,,0
15761,Berton,,Organic,2016-01-10,,,,,,,,,,0
15762,Berton,ios web,Referral,2016-01-22,,,,,,,,,,0
15763,Berton,android web,Paid,2016-01-06,,,,,,,,,,0
15764,Strark,mac,Paid,2016-01-02,,,,,,,,,,0
15765,Strark,other,Organic,2016-01-25,,,,,,,,,,0
15766,Berton,android web,Paid,2016-01-02,,,,,,,,,,0
15767,Berton,ios web,Organic,2016-01-03,,,,,,,,,,0
15768,Strark,android web,Paid,2016-01-11,,,,,,,,,,0
15769,Strark,android web,Paid,2016-01-03,,,,,,,,,,0
15770,Berton,windows,Paid,2016-01-08,,,,,,,,,,0
15771,Wrouver,mac,Paid,2016-01-22,,,,,,,,,,0
15772,Wrouver,android web,Organic,2016-01-12,,,,,,,,,,0
15773,Berton,,Organic,2016-01-03,,,,,,,,,,0
15774,Berton,mac,Paid,2016-01-20,,,,,,,,,,0
15775,Strark,android web,Paid,2016-01-30,,,,,,,,,,0
15776,Berton,mac,Paid,2016-01-25,,,,,,,,,,0
15777,Strark,,Organic,2016-01-23,,,,,,,,,,0
15778,Strark,,Referral,2016-01-07,,,,,,,,,,0
15779,Strark,android web,Paid,2016-01-23,,,,,,,,,,0
15780,Berton,android web,Paid,2016-01-23,,,,,,,,,,0
15781,Berton,android web,Paid,2016-01-02,,,,,,,,,,0
15782,Strark,ios web,Paid,2016-01-02,,,,,,,,,,0
15783,Strark,mac,Paid,2016-01-05,,,,,,,,,,0
15784,Berton,,Organic,2016-01-24,,,,,,,,,,0
15785,Berton,ios web,Organic,2016-01-01,,,,,,,,,,0
15786,Berton,ios web,Paid,2016-01-14,,,,,,,,,,0
15787,Wrouver,ios web,Paid,2016-01-23,,,,,,,,,,0
15788,Strark,android web,Referral,2016-01-15,,,,,,,,,,0
15789,Berton,ios web,Paid,2016-01-10,,,,,,,,,,0
15790,Wrouver,ios web,Paid,2016-01-12,,,,,,,,,,0
15791,Berton,android web,Paid,2016-01-20,,,,,,,,,,0
15792,Strark,ios web,Paid,2016-01-02,,,,,,,,,,0
15793,Berton,windows,Paid,2016-01-27,,,,,,,,,,0
15794,Strark,,Organic,2016-01-21,,,,,,,,,,0
15795,Berton,android web,Paid,2016-01-06,,,,,,,,,,0
15796,Wrouver,,Organic,2016-01-21,,,,,,,,,,0
15797,Strark,ios web,Paid,2016-01-07,,,,,,,,,,0
15798,Strark,mac,Paid,2016-01-25,,,,,,,,,,0
15799,Wrouver,android web,Paid,2016-01-27,,,,,,,,,,0
15800,Strark,,Referral,2016-01-01,,,,,,,,,,0
15801,Wrouver,android web,Paid,2016-01-01,,,,,,,,,,0
15802,Strark,ios web,Paid,2016-01-29,,,,,,,,,,0
15803,Berton,mac,Paid,2016-01-14,,,,,,,,,,0
15804,Berton,windows,Paid,2016-01-04,,,,,,,,,,0
15805,Strark,,Organic,2016-01-03,,,,,,,,,,0
15806,Strark,android web,Paid,2016-01-26,,,,,,,,,,0
15807,Wrouver,ios web,Paid,2016-01-30,,,,,,,,,,0
15808,Strark,ios web,Paid,2016-01-20,,,,,,,,,,0
15809,Berton,ios web,Organic,2016-01-12,,,,,,,,,,0
15810,Berton,,Organic,2016-01-05,,,,,,,,,,0
15811,Strark,android web,Paid,2016-01-01,,,,,,,,,,0
15812,Berton,ios web,Organic,2016-01-14,,,,,,,,,,0
15813,Wrouver,ios web,Organic,2016-01-16,,,,,,,,,,0
15814,Wrouver,windows,Paid,2016-01-29,,,,,,,,,,0
15815,Strark,ios web,Paid,2016-01-10,,,,,,,,,,0
15816,Berton,ios web,Paid,2016-01-26,,,,,,,,,,0
15817,Strark,ios web,Paid,2016-01-06,,,,,,,,,,0
15818,Berton,ios web,Organic,2016-01-20,2016-01-20,2016-01-24,Dodge,Avenger,2013.0,,0.0,4.0,,0
15819,Berton,ios web,Organic,2016-01-18,,,,,,,,,,0
15820,Berton,ios web,Paid,2016-01-22,2016-01-26,,,,,,4.0,,,0
